Bairros_SP,Bairros_Fortaleza,Bairros_RJ,Causa_Afastamento_1,Causa_Afastamento_2,Causa_Afastamento_3,Motivo_Desligamento,CBO_Ocupacao_2002,CNAE_2_0_Classe,CNAE_95_Classe,Distritos_SP,Vinculo_Ativo_31_12,Faixa_Etaria,Faixa_Hora_Contrat,Faixa_Remun_Dezem__SM_,Faixa_Remun_Media__SM_,Faixa_Tempo_Emprego,Escolaridade_apos_2005,Qtd_Hora_Contr,Idade,Ind_CEI_Vinculado,Ind_Simples,Mes_Admissao,Mes_Desligamento,Mun_Trab,Municipio,Nacionalidade,Natureza_Juridica,Ind_Portador_Defic,Qtd_Dias_Afastamento,Raca_Cor,Regioes_Adm_DF,Vl_Remun_Dezembro_Nom,Vl_Remun_Dezembro__SM_,Vl_Remun_Media_Nom,Vl_Remun_Media__SM_,CNAE_2_0_Subclasse,Sexo_Trabalhador,Tamanho_Estabelecimento,Tempo_Emprego,Tipo_Admissao,Tipo_Estab,Tipo_Estab_1,Tipo_Defic,Tipo_Vinculo,IBGE_Subsetor,Vl_Rem_Janeiro_SC,Vl_Rem_Fevereiro_SC,Vl_Rem_Marco_SC,Vl_Rem_Abril_SC,Vl_Rem_Maio_SC,Vl_Rem_Junho_SC,Vl_Rem_Julho_SC,Vl_Rem_Agosto_SC,Vl_Rem_Setembro_SC,Vl_Rem_Outubro_SC,Vl_Rem_Novembro_SC,Ano_Chegada_Brasil,Ind_Trab_Intermitente,Ind_Trab_Parcial,DIV_CNAE_20
"           {ñ class}","           {ñ class}","           {ñ class}",99,99,99,0,991305,45307,50300,"           {ñ class}",1,7,6,5,4,5,7,44,56,0,1,0,{ñ,0,110012,10,2135,0,0,8,0,"0000003094,00","000002,81","0000002474,29","000002,24",4530703,1,5,"    35,8",0,1,"CNPJ                ",0,10,16,"000002432,07","000000025,28","000000024,18","000000024,18","000000024,18","000002337,40","000002374,04","000000024,18","000000024,18","000000024,18","000000024,18",0,0,0,45
"           {ñ class}","           {ñ class}","           {ñ class}",40,99,99,0,991305,45307,50300,"           {ñ class}",1,4,6,99,99,8,7,44,29,0,1,0,{ñ,0,110012,10,2135,0,365,8,0,"0000000000,00","000000,00","0000000000,00","000000,00",4530703,1,5,"   130,9",0,1,"CNPJ                ",0,10,16,"000000000,00","000000000,00","000000000,00","000000000,00","000000000,00","000000000,00","000000000,00","000000000,00","000000000,00","000000000,00","000000000,00",0,0,0,45
"           {ñ class}","           {ñ class}","           {ñ class}",99,99,99,0,991305,45307,50300,"           {ñ class}",1,4,6,5,3,2,7,44,25,0,1,8,{ñ,0,110030,10,2062,0,0,2,0,"0000002357,06","000002,14","0000002137,06","000001,94",4530705,1,4,"     4,4",1,1,"CNPJ                ",0,10,16,"000000000,00","000000000,00","000000000,00","000000000,00","000000000,00","000000000,00","000000000,00","000001257,10","000002357,06","000002357,06","000002357,06",0,0,0,45
"           {ñ class}","           {ñ class}","           {ñ class}",99,99,99,0,991305,43223,45420,"           {ñ class}",1,5,6,6,5,7,7,44,34,0,0,0,{ñ,110020,110020,10,2135,0,0,8,0,"0000003980,76","000003,61","0000004074,03","000003,69",4322302,1,5,"    81,2",0,1,"CNPJ                ",0,10,15,"000003798,43","000005101,29","000004097,22","000003980,76","000003980,76","000003980,76","000004003,85","000003980,76","000003980,76","000003980,76","000004022,29",0,0,0,43
"           {ñ class}","           {ñ class}","           {ñ class}",99,99,99,0,991305,45200,50202,"           {ñ class}",1,7,6,4,2,5,7,44,54,0,0,0,{ñ,110020,110020,10,2062,0,0,8,0,"0000001783,33","000001,62","0000001551,38","000001,40",4520002,1,2,"    35,9",0,1,"CNPJ                ",0,10,16,"000001833,33","000000015,00","000000015,00","000000015,00","000000015,00","000000015,00","000000015,00","000000015,00","000000015,00","000000015,00","000000015,00",0,0,0,45
"           {ñ class}","           {ñ class}","           {ñ class}",99,99,99,0,991305,45200,50202,"           {ñ class}",1,5,6,4,3,4,7,44,30,0,0,0,{ñ,0,110018,10,2305,0,0,9,0,"0000001870,00","000001,70","0000001734,79","000001,57",4520002,1,2,"    21,8",0,1,"CNPJ                ",0,10,16,"000001567,50","000000016,50","000000016,50","000000016,50","000000016,50","000000016,50","000000016,50","000000018,70","000000018,70","000000018,70","000000018,70",0,0,0,45
"           {ñ class}","           {ñ class}","           {ñ class}",99,99,99,0,991305,45307,50300,"           {ñ class}",1,5,6,8,6,7,7,44,37,0,1,0,{ñ,0,110002,10,2062,0,0,8,0,"0000005975,34","000005,43","0000005259,20","000004,77",4530703,1,3,"    66,3",0,1,"CNPJ                ",0,10,16,"000005060,80","000005060,80","000005073,40","000005073,40","000005806,22","000005693,49","000005073,40","000005073,40","000005073,40","000005073,40","000005073,40",0,0,0,45
"           {ñ class}","           {ñ class}","           {ñ class}",99,99,99,0,991305,45200,50202,"           {ñ class}",1,3,6,3,2,4,7,44,19,0,1,0,{ñ,110148,110148,10,2305,0,0,2,0,"0000001656,00","000001,50","0000001276,50","000001,15",4520002,1,4,"    17,9",0,1,"CNPJ                ",0,10,16,"000001178,53","000001178,53","000001178,53","000001178,53","000001178,53","000001178,53","000001178,53","000001178,53","000001749,76","000000012,42","000000012,42",0,0,0,45
"           {ñ class}","           {ñ class}","           {ñ class}",99,99,99,0,991305,45200,50202,"           {ñ class}",1,4,6,3,2,4,7,44,25,0,1,0,{ñ,110148,110148,10,2305,0,0,2,0,"0000001242,00","000001,12","0000001242,00","000001,12",4520002,1,4,"    13,9",0,1,"CNPJ                ",0,10,16,"000001178,53","000001178,53","000001178,53","000001178,53","000001178,53","000001178,53","000001178,53","000001178,53","000001749,76","000000012,42","000000012,42",0,0,0,45
"           {ñ class}","           {ñ class}","           {ñ class}",99,99,99,0,991305,45200,50202,"           {ñ class}",1,6,6,3,2,4,7,44,45,0,1,0,{ñ,110020,110020,10,2062,0,0,8,0,"0000001540,00","000001,40","0000001485,00","000001,35",4520001,1,2,"    17,9",0,1,"CNPJ                ",0,10,16,"000000011,00","000000000,00","000000000,00","000000000,00","000000000,00","000000015,40","000000015,40","000000015,40","000000015,40","000000015,40","000000015,40",0,0,0,45
"           {ñ class}","           {ñ class}","           {ñ class}",99,99,99,0,991305,45200,50202,"           {ñ class}",1,4,6,3,2,2,7,44,25,0,0,7,{ñ,0,110025,10,2135,0,0,2,0,"0000001320,00","000001,20","0000001320,00","000001,20",4520002,1,2,"     5,9",2,1,"CNPJ                ",0,10,16,"000000000,00","000000000,00","000000000,00","000000000,00","000000000,00","000000000,00","000000013,20","000000013,20","000000013,20","000000013,20","000000013,20",0,0,0,45
"           {ñ class}","           {ñ class}","           {ñ class}",99,99,99,0,991305,45200,50202,"           {ñ class}",1,2,6,3,2,3,7,44,17,0,1,2,{ñ,0,110012,10,2062,0,0,9,0,"0000001353,60","000001,23","0000001267,46","000001,15",4520002,1,2,"    10,3",2,1,"CNPJ                ",0,10,16,"000000000,00","000000406,08","000001353,60","000001353,60","000001353,60","000001353,60","000001353,60","000001353,60","000001353,60","000001353,60","000001353,60",0,0,0,45
"           {ñ class}","           {ñ class}","           {ñ class}",99,99,99,0,991305,49248,60259,"           {ñ class}",1,6,6,5,4,1,7,44,49,0,0,10,{ñ,0,110015,10,2305,0,0,8,0,"0000002804,41","000002,54","0000002804,41","000002,54",4924800,1,6,"     2,9",2,1,"CNPJ                ",0,10,20,"000000000,00","000000000,00","000000000,00","000000000,00","000000000,00","000000000,00","000000000,00","000000000,00","000000000,00","000002804,41","000002804,41",0,0,0,49
"           {ñ class}","           {ñ class}","           {ñ class}",99,99,99,0,991305,45200,50202,"           {ñ class}",1,4,6,3,2,3,7,44,27,0,1,2,{ñ,110014,110014,10,2305,0,0,8,0,"0000001570,63","000001,42","0000001213,69","000001,10",4520001,1,2,"    10,9",2,1,"CNPJ                ",0,10,16,"000000000,00","000000011,78","000000011,78","000000011,78","000000011,78","000000011,78","000000011,78","000000011,78","000000011,78","000000011,78","000000011,78",0,0,0,45
"           {ñ class}","           {ñ class}","           {ñ class}",99,99,99,0,991305,45200,50202,"           {ñ class}",1,3,6,3,2,5,7,44,22,0,1,0,{ñ,110014,110014,10,2305,0,0,9,0,"0000001571,33","000001,42","0000001276,73","000001,15",4520001,1,2,"    34,5",0,1,"CNPJ                ",0,10,16,"000001532,05","000001217,81","000001571,33","000001178,53","000001178,53","000001178,53","000001178,53","000001178,53","000001178,53","000001178,53","000001178,53",0,0,0,45
"           {ñ class}","           {ñ class}","           {ñ class}",99,99,99,0,991305,45111,50105,"           {ñ class}",1,4,6,7,5,4,7,44,27,0,0,0,{ñ,110012,110012,10,2062,0,0,9,0,"0000004778,25","000004,34","0000003421,63","000003,10",4511101,1,5,"    14,9",0,1,"CNPJ                ",0,10,16,"000001950,04","000003942,76","000002972,72","000002591,15","000003060,75","000003507,62","000003172,47","000002876,94","000003727,64","000003720,23","000004759,07",0,0,0,45
"           {ñ class}","           {ñ class}","           {ñ class}",99,99,99,0,991305,45200,50202,"           {ñ class}",1,4,6,3,2,5,7,44,29,0,1,0,{ñ,0,110012,10,2135,0,0,9,0,"0000001242,00","000001,12","0000001276,50","000001,15",4520002,1,2,"    25,4",0,1,"CNPJ                ",0,10,16,"000001178,53","000001178,53","000001178,53","000001432,41","000000012,42","000000012,42","000000012,42","000000012,42","000000012,42","000001628,40","000001269,60",0,0,0,45
"           {ñ class}","           {ñ class}","           {ñ class}",99,99,99,0,991305,45200,50202,"           {ñ class}",1,6,6,4,4,6,7,44,45,0,1,0,{ñ,0,110004,10,2062,0,0,9,0,"0000002150,00","000001,95","0000002249,53","000002,04",4520001,1,4,"    54,9",0,1,"CNPJ                ",0,10,16,"000002197,78","000000021,50","000000021,50","000000025,80","000000021,50","000000021,50","000002866,67","000000021,50","000000021,50","000000021,50","000000021,50",0,0,0,45
"           {ñ class}","           {ñ class}","           {ñ class}",40,99,99,0,991305,45111,50105,"           {ñ class}",1,6,6,8,6,6,7,44,46,0,0,0,{ñ,110004,110004,10,2062,0,10,9,0,"0000006535,23","000005,94","0000005268,08","000004,78",4511101,1,6,"    44,9",0,1,"CNPJ                ",0,10,16,"000004201,95","000002229,20","000006005,34","000005222,81","000006303,04","000007019,78","000004937,44","000003702,89","000006552,54","000004356,94","000006149,81",0,0,0,45
"           {ñ class}","           {ñ class}","           {ñ class}",99,99,99,0,991305,45111,50105,"           {ñ class}",1,4,6,5,4,6,7,44,25,0,0,0,{ñ,110020,110020,10,2062,0,0,8,0,"0000002852,27","000002,59","0000002684,51","000002,43",4511101,1,6,"    54,1",0,1,"CNPJ                ",0,10,16,"000002259,43","000003267,38","000002542,75","000001877,05","000002907,07","000002528,86","000002347,21","000002978,23","000002282,12","000003885,58","000002486,24",0,0,0,45
"           {ñ class}","           {ñ class}","           {ñ class}",99,99,99,0,991305,45200,50202,"           {ñ class}",1,4,6,4,3,4,7,44,28,0,1,0,{ñ,0,110012,10,4120,0,0,8,0,"0000001800,00","000001,63","0000001800,00","000001,63",4520001,1,2,"    21,3",0,3,"CEI/CNO             ",0,15,16,"000000018,00","000000018,00","000000018,00","000000018,00","000000018,00","000000018,00","000000018,00","000000018,00","000000018,00","000000018,00","000000018,00",0,0,0,45
"           {ñ class}","           {ñ class}","           {ñ class}",99,99,99,0,991305,45111,50105,"           {ñ class}",1,4,99,6,4,7,7,0,27,0,0,0,{ñ,110012,110012,10,2062,0,0,8,0,"0000003320,80","000003,01","0000002694,39","000002,44",4511101,1,6,"   108,9",0,1,"CNPJ                ",0,10,16,"000002456,10","000002719,68","000002490,20","000002145,96","000002796,47","000003228,08","000003189,02","000002775,20","000003397,48","000001723,52","000002090,23",0,0,0,45
"           {ñ class}","           {ñ class}","           {ñ class}",99,99,99,0,991305,45307,50300,"           {ñ class}",1,4,6,5,3,4,7,44,26,0,1,0,{ñ,0,110028,10,2062,0,0,2,0,"0000002500,00","000002,27","0000001930,59","000001,75",4530703,1,3,"    18,6",0,1,"CNPJ                ",0,10,16,"000000015,00","000000015,00","000001451,64","000001450,02","000000015,00","000000018,50","000000016,50","000002426,67","000000025,00","000002338,79","000000025,00",0,0,0,45
"           {ñ class}","           {ñ class}","           {ñ class}",99,99,99,0,991305,49248,60259,"           {ñ class}",1,6,6,2,3,5,7,44,41,0,1,0,{ñ,0,110143,10,2135,0,0,9,0,"0000000731,90","000000,66","0000001752,05","000001,58",4924800,1,5,"    34,7",0,1,"CNPJ                ",0,10,20,"000000019,96","000000019,96","000000000,00","000001796,40","000000000,00","000000000,00","000000000,00","000000019,96","000000019,96","000000066,50","000000066,53",0,0,0,49
"           {ñ class}","           {ñ class}","           {ñ class}",99,99,99,0,991305,45111,50105,"           {ñ class}",1,6,6,7,5,4,7,44,46,0,0,0,{ñ,110012,110012,10,2062,0,0,9,0,"0000005243,00","000004,76","0000003796,52","000003,44",4511101,1,5,"    14,9",0,1,"CNPJ                ",0,10,16,"000002267,44","000004274,09","000003031,20","000002685,25","000003418,98","000004036,16","000003541,77","000003321,05","000004155,54","000004792,06","000004791,73",0,0,0,45
"           {ñ class}","           {ñ class}","           {ñ class}",99,99,99,0,991305,66223,67202,"           {ñ class}",1,6,6,3,2,3,7,44,48,0,1,2,{ñ,0,110006,10,2062,0,0,9,0,"0000001320,00","000001,20","0000001320,00","000001,20",6622300,1,2,"    10,9",2,1,"CNPJ                ",0,10,18,"000000000,00","000000013,20","000000013,20","000000013,20","000000013,20","000000013,20","000000013,20","000000013,20","000000013,20","000000013,20","000000013,20",0,0,0,66
"           {ñ class}","           {ñ class}","           {ñ class}",99,99,99,0,991305,45200,50202,"           {ñ class}",1,7,6,6,5,7,7,44,61,0,1,0,{ñ,110002,110002,10,2135,0,0,9,0,"0000003630,70","000003,30","0000003730,48","000003,39",4520002,1,3,"    90,9",0,1,"CNPJ                ",0,10,16,"000003624,30","000003624,30","000003630,70","000003630,70","000003630,70","000003630,70","000003630,70","000003630,70","000004840,93","000003630,70","000003630,70",0,0,0,45
"           {ñ class}","           {ñ class}","           {ñ class}",40,40,99,0,991305,49302,60267,"           {ñ class}",1,4,6,99,2,5,7,44,26,0,0,0,{ñ,110010,110010,10,2135,0,76,8,0,"0000000000,00","000000,00","0000001645,90","000001,49",4930202,1,6,"    33,9",0,1,"CNPJ                ",0,10,20,"000001471,72","000001603,40","000002106,93","000001870,24","000001864,72","000001737,56","000001819,77","000001801,34","000001737,56","000001737,56","000000354,10",0,0,0,49
"           {ñ class}","           {ñ class}","           {ñ class}",99,99,99,0,991305,45200,50202,"           {ñ class}",1,6,6,6,5,4,7,44,41,0,1,0,{ñ,0,110030,10,2062,0,0,8,0,"0000004142,64","000003,76","0000004006,97","000003,63",4520002,1,3,"    20,9",0,1,"CNPJ                ",0,10,16,"000003603,82","000004149,35","000004082,56","000004174,55","000004126,88","000004145,02","000004161,27","000004125,88","000003929,89","000003649,59","000003792,28",0,0,0,45
"           {ñ class}","           {ñ class}","           {ñ class}",99,99,99,0,991305,45200,50202,"           {ñ class}",1,3,6,3,2,7,6,44,23,0,1,0,{ñ,0,110009,10,2135,0,0,8,0,"0000001320,00","000001,20","0000001378,05","000001,25",4520002,1,2,"    64,9",0,1,"CNPJ                ",0,10,16,"000000013,20","000000013,20","000000013,20","000000013,20","000000013,20","000000013,20","000000013,20","000000013,20","000000013,20","000001972,67","000000013,64",0,0,0,45
"           {ñ class}","           {ñ class}","           {ñ class}",40,99,99,0,991305,45111,50105,"           {ñ class}",1,7,99,99,99,8,6,0,56,0,0,0,{ñ,110012,110012,10,2062,0,181,8,0,"0000000000,00","000000,00","0000000000,00","000000,00",4511101,1,6,"   207,6",0,1,"CNPJ                ",0,10,16,"000000000,00","000000000,00","000000000,00","000000000,00","000000000,00","000000000,00","000000000,00","000000000,00","000000000,00","000000000,00","000000000,00",0,0,0,45
"           {ñ class}","           {ñ class}","           {ñ class}",99,99,99,0,991305,45307,50300,"           {ñ class}",1,7,6,4,3,8,6,44,50,0,1,0,{ñ,0,110030,10,2305,0,0,8,0,"0000001906,27","000001,73","0000001932,03","000001,75",4530703,1,6,"   141,9",0,1,"CNPJ                ",0,10,16,"000001807,74","000002286,74","000001933,45","000001906,27","000001906,27","000001906,27","000001906,27","000001906,27","000001906,27","000001906,27","000001906,27",0,0,0,45
"           {ñ class}","           {ñ class}","           {ñ class}",40,99,99,0,991305,45111,50105,"           {ñ class}",1,5,6,6,5,4,6,44,33,0,0,0,{ñ,110020,110020,10,2062,0,14,9,0,"0000003863,30","000003,51","0000003785,81","000003,43",4511101,1,6,"    18,4",0,1,"CNPJ                ",0,10,16,"000003155,73","000006859,45","000002428,52","000007334,98","000004424,07","000004135,86","000002780,18","000003471,26","000001940,13","000003241,49","000001794,75",0,0,0,45
"           {ñ class}","           {ñ class}","           {ñ class}",40,99,99,0,991305,45111,50105,"           {ñ class}",1,5,6,6,6,8,6,44,33,0,0,0,{ñ,110020,110020,10,2062,0,15,8,0,"0000004268,67","000003,88","0000004714,13","000004,28",4511101,1,6,"   140,6",0,1,"CNPJ                ",0,10,16,"000005672,45","000005083,02","000004988,43","000004460,49","000004202,21","000005203,32","000004077,57","000004935,18","000004171,37","000004482,35","000005024,50",0,0,0,45
"           {ñ class}","           {ñ class}","           {ñ class}",99,99,99,0,991305,66223,67202,"           {ñ class}",1,3,6,2,1,3,6,44,19,0,1,2,{ñ,0,110006,10,2062,0,0,9,0,"0000001100,00","000001,00","0000001100,00","000001,00",6622300,1,2,"    10,9",2,1,"CNPJ                ",0,10,18,"000000000,00","000000011,00","000000011,00","000000011,00","000000011,00","000000011,00","000000011,00","000000011,00","000000011,00","000000011,00","000000011,00",0,0,0,66
"           {ñ class}","           {ñ class}","           {ñ class}",99,99,99,0,991305,45200,50202,"           {ñ class}",1,3,6,3,2,3,6,44,18,0,1,2,{ñ,0,110030,10,2062,0,0,8,0,"0000001337,63","000001,21","0000001117,38","000001,01",4520002,1,2,"    10,8",2,1,"CNPJ                ",0,10,16,"000000000,00","000000903,57","000000011,00","000000011,00","000000011,00","000000011,00","000000011,00","000000011,00","000000011,00","000000011,00","000000012,50",0,0,0,45
"           {ñ class}","           {ñ class}","           {ñ class}",99,99,99,0,991305,47415,52442,"           {ñ class}",1,4,6,5,3,2,6,44,29,0,1,8,{ñ,110030,110030,10,2305,0,0,9,0,"0000002263,00","000002,05","0000002033,43","000001,84",4741500,1,5,"     4,9",2,1,"CNPJ                ",0,10,16,"000000000,00","000000000,00","000000000,00","000000000,00","000000000,00","000000000,00","000000000,00","000002094,05","000002081,93","000002085,50","000001642,68",0,0,0,47
"           {ñ class}","           {ñ class}","           {ñ class}",99,99,99,0,991305,49221,60240,"           {ñ class}",1,5,6,5,4,7,6,44,33,0,0,0,{ñ,110020,110020,10,2305,0,0,8,0,"0000003135,85","000002,85","0000002373,09","000002,15",4922102,1,5,"    72,2",0,1,"CNPJ                ",0,10,20,"000003368,92","000002328,43","000002309,95","000002309,95","000000846,99","000000846,99","000002317,24","000002621,89","000003644,75","000000000,00","000000000,00",0,0,0,49
"           {ñ class}","           {ñ class}","           {ñ class}",40,99,99,0,991305,49302,60267,"           {ñ class}",1,3,6,99,1,6,6,44,22,0,0,0,{ñ,110030,110030,10,2062,0,351,8,0,"0000000000,00","000000,00","0000001042,92","000000,94",4930202,1,8,"    50,1",0,1,"CNPJ                ",0,10,20,"000001042,92","000000000,00","000000000,00","000000000,00","000000000,00","000000000,00","000000000,00","000000000,00","000000000,00","000000000,00","000000000,00",0,0,0,49
"           {ñ class}","           {ñ class}","           {ñ class}",99,99,99,0,991305,45307,50300,"           {ñ class}",1,3,6,4,3,6,6,44,22,0,0,0,{ñ,0,110030,10,2062,0,0,8,0,"0000001971,64","000001,79","0000002005,55","000001,81",4530703,1,4,"    40,3",0,1,"CNPJ                ",0,10,16,"000002111,69","000002023,04","000001963,59","000001961,39","000001961,38","000002168,72","000002052,24","000001961,70","000001960,22","000001963,89","000001967,19",0,0,0,45
"           {ñ class}","           {ñ class}","           {ñ class}",99,99,99,0,991305,49302,60267,"           {ñ class}",1,3,6,2,1,3,6,44,20,0,0,3,{ñ,110030,110030,10,2062,0,0,8,0,"0000000944,53","000000,85","0000001033,42","000000,93",4930202,1,8,"     9,6",2,1,"CNPJ                ",0,10,20,"000000000,00","000000000,00","000000960,35","000001293,94","000001295,65","000000983,59","000001000,67","000001011,89","000000969,20","000000928,90","000000945,56",0,0,0,49
"           {ñ class}","           {ñ class}","           {ñ class}",99,99,99,0,991305,45200,50202,"           {ñ class}",1,5,6,5,3,2,7,44,39,0,1,9,{ñ,0,110004,10,2062,0,0,9,0,"0000002500,00","000002,27","0000002104,16","000001,91",4520001,1,3,"     3,3",2,1,"CNPJ                ",0,10,16,"000000000,00","000000000,00","000000000,00","000000000,00","000000000,00","000000000,00","000000000,00","000000000,00","000000916,67","000000025,00","000000025,00",0,0,0,45
"           {ñ class}","           {ñ class}","           {ñ class}",99,99,99,0,991305,45200,50202,"           {ñ class}",1,6,6,3,2,5,7,44,41,0,1,0,{ñ,110020,110020,10,2305,0,0,8,0,"0000001320,00","000001,20","0000001356,66","000001,23",4520002,1,2,"    31,7",0,1,"CNPJ                ",0,10,16,"000000013,20","000000013,20","000000013,20","000000013,20","000000013,20","000000013,20","000000013,20","000000017,60","000000013,20","000000013,20","000000013,20",0,0,0,45
"           {ñ class}","           {ñ class}","           {ñ class}",99,99,99,0,991305,45200,50202,"           {ñ class}",1,3,6,3,2,1,7,44,20,0,1,10,{ñ,0,110030,10,2062,0,0,8,0,"0000001584,09","000001,44","0000001347,16","000001,22",4520002,1,2,"     2,4",2,1,"CNPJ                ",0,10,16,"000000000,00","000000000,00","000000000,00","000000000,00","000000000,00","000000000,00","000000000,00","000000000,00","000000000,00","000000677,41","000000017,80",0,0,0,45
"           {ñ class}","           {ñ class}","           {ñ class}",99,99,99,0,991305,49213,60232,"           {ñ class}",1,5,6,99,99,6,7,44,35,0,0,0,{ñ,110020,110020,10,2151,0,0,8,0,"0000000000,00","000000,00","0000000000,00","000000,00",4921301,1,9,"    36,3",0,1,"CNPJ                ",0,10,20,"000000000,00","000000000,00","000000000,00","000000000,00","000000000,00","000000000,00","000000000,00","000000000,00","000000000,00","000000000,00","000000000,00",0,0,0,49
"           {ñ class}","           {ñ class}","           {ñ class}",99,99,99,0,991305,49213,60232,"           {ñ class}",1,6,6,99,99,6,7,44,47,0,0,0,{ñ,110020,110020,10,2151,0,0,8,0,"0000000000,00","000000,00","0000000000,00","000000,00",4921301,1,9,"    36,3",0,1,"CNPJ                ",0,10,20,"000000000,00","000000000,00","000000000,00","000000000,00","000000000,00","000000000,00","000000000,00","000000000,00","000000000,00","000000000,00","000000000,00",0,0,0,49
"           {ñ class}","           {ñ class}","           {ñ class}",99,99,99,0,991305,45200,50202,"           {ñ class}",1,4,6,2,1,3,7,44,29,0,1,3,{ñ,0,110012,10,2305,0,0,8,0,"0000001100,00","000001,00","0000001100,00","000001,00",4520002,1,3,"     9,9",2,1,"CNPJ                ",0,10,16,"000000000,00","000000000,00","000000011,00","000000011,00","000000011,00","000000011,00","000000011,00","000000011,00","000000011,00","000000011,00","000000011,00",0,0,0,45
"           {ñ class}","           {ñ class}","           {ñ class}",99,99,99,0,991305,45200,50202,"           {ñ class}",1,6,6,3,2,3,7,44,49,0,1,5,{ñ,0,110020,10,2305,0,0,8,0,"0000001235,00","000001,12","0000001226,25","000001,11",4520001,1,4,"     7,9",2,1,"CNPJ                ",0,10,16,"000000000,00","000000000,00","000000000,00","000000000,00","000000012,00","000000012,00","000000012,35","000000012,35","000000012,35","000000012,35","000000012,35",0,0,0,45
"           {ñ class}","           {ñ class}","           {ñ class}",99,99,99,0,991305,45200,50202,"           {ñ class}",1,3,6,3,2,3,7,44,24,0,0,1,{ñ,0,110012,10,2062,0,0,9,0,"0000001178,00","000001,07","0000001178,00","000001,07",4520002,1,2,"    11,8",2,1,"CNPJ                ",0,10,16,"000000011,78","000000011,78","000000011,78","000000011,78","000000011,78","000000011,78","000000011,78","000000011,78","000000011,78","000000011,78","000000011,78",0,0,0,45
"           {ñ class}","           {ñ class}","           {ñ class}",99,99,99,0,991305,45200,50202,"           {ñ class}",1,4,6,3,2,2,7,44,25,0,1,7,{ñ,110012,110012,10,2135,0,0,8,0,"0000001249,00","000001,13","0000001168,42","000001,05",4520002,1,2,"     5,5",2,1,"CNPJ                ",0,10,16,"000000000,00","000000000,00","000000000,00","000000000,00","000000000,00","000000000,00","000000765,52","000000012,49","000000012,49","000000012,49","000000012,49",0,0,0,45
"           {ñ class}","           {ñ class}","           {ñ class}",99,99,99,0,991305,45200,50202,"           {ñ class}",1,5,6,99,3,4,7,44,35,0,1,0,{ñ,110020,110020,10,2062,0,0,8,0,"0000000000,00","000000,00","0000002000,00","000001,81",4520001,1,3,"    22,9",0,1,"CNPJ                ",0,10,16,"000000020,00","000000020,00","000000020,00","000000020,00","000000020,00","000000020,00","000000020,00","000000020,00","000000000,00","000000000,00","000000000,00",0,0,0,45
"           {ñ class}","           {ñ class}","           {ñ class}",99,99,99,0,991305,49213,60232,"           {ñ class}",1,6,6,99,99,6,7,44,41,0,0,0,{ñ,110020,110020,10,2151,0,0,8,0,"0000000000,00","000000,00","0000000000,00","000000,00",4921301,1,9,"    53,6",0,1,"CNPJ                ",0,10,20,"000000000,00","000000000,00","000000000,00","000000000,00","000000000,00","000000000,00","000000000,00","000000000,00","000000000,00","000000000,00","000000000,00",0,0,0,49
"           {ñ class}","           {ñ class}","           {ñ class}",99,99,99,0,991305,45200,50202,"           {ñ class}",1,7,6,3,2,8,7,44,56,0,0,0,{ñ,110020,110020,10,2135,0,0,9,0,"0000001115,50","000001,01","0000001162,14","000001,05",4520002,1,2,"   160,2",0,1,"CNPJ                ",0,10,16,"000001117,60","000001117,60","000000008,73","000001018,50","000001115,50","000001137,55","000000014,55","000000012,61","000001406,50","000001212,50","000001115,50",0,0,0,45
"           {ñ class}","           {ñ class}","           {ñ class}",99,99,99,0,991305,45200,50202,"           {ñ class}",1,3,6,2,1,3,7,44,24,0,1,4,{ñ,0,110028,10,2135,0,0,9,0,"0000001100,00","000001,00","0000001100,00","000001,00",4520002,1,3,"     8,9",2,1,"CNPJ                ",0,10,16,"000000000,00","000000000,00","000000000,00","000000011,00","000000011,00","000000011,00","000000011,00","000000011,00","000000011,00","000000011,00","000000011,00",0,0,0,45
"           {ñ class}","           {ñ class}","           {ñ class}",99,99,99,0,991305,45200,50202,"           {ñ class}",1,5,6,3,2,6,7,44,35,0,1,0,{ñ,0,110149,10,2135,0,0,9,0,"0000001242,00","000001,12","0000001236,71","000001,11",4520002,1,2,"    37,9",0,1,"CNPJ                ",0,10,16,"000001178,53","000000012,42","000000012,42","000000012,42","000000012,42","000000012,42","000000012,42","000000012,42","000000012,42","000000012,42","000000012,42",0,0,0,45
"           {ñ class}","           {ñ class}","           {ñ class}",99,99,99,0,991305,45200,50202,"           {ñ class}",1,4,6,3,2,6,7,44,27,0,1,0,{ñ,0,110009,10,2135,0,0,8,0,"0000001320,00","000001,20","0000001356,66","000001,23",4520002,1,2,"    44,9",0,1,"CNPJ                ",0,10,16,"000000013,20","000000013,20","000000013,20","000000013,20","000000013,20","000000017,60","000000013,20","000000013,20","000000013,20","000000013,20","000000013,20",0,0,0,45
"           {ñ class}","           {ñ class}","           {ñ class}",99,99,99,0,991305,47113,52124,"           {ñ class}",1,7,6,3,2,7,7,44,61,0,0,0,{ñ,0,110020,10,2305,0,0,8,0,"0000001646,67","000001,49","0000001269,30","000001,15",4711302,1,2,"    70,5",0,1,"CNPJ                ",0,10,16,"000000012,35","000000012,35","000000012,35","000000012,35","000000012,35","000000012,35","000000012,35","000000012,35","000000012,35","000000012,35","000000012,35",0,0,0,47
