Bairros_SP,Bairros_Fortaleza,Bairros_RJ,Causa_Afastamento_1,Causa_Afastamento_2,Causa_Afastamento_3,Motivo_Desligamento,CBO_Ocupacao_2002,CNAE_2_0_Classe,CNAE_95_Classe,Distritos_SP,Vinculo_Ativo_31_12,Faixa_Etaria,Faixa_Hora_Contrat,Faixa_Remun_Dezem__SM_,Faixa_Remun_Media__SM_,Faixa_Tempo_Emprego,Escolaridade_apos_2005,Qtd_Hora_Contr,Idade,Ind_CEI_Vinculado,Ind_Simples,Mes_Admissao,Mes_Desligamento,Mun_Trab,Municipio,Nacionalidade,Natureza_Juridica,Ind_Portador_Defic,Qtd_Dias_Afastamento,Raca_Cor,Regioes_Adm_DF,Vl_Remun_Dezembro_Nom,Vl_Remun_Dezembro__SM_,Vl_Remun_Media_Nom,Vl_Remun_Media__SM_,CNAE_2_0_Subclasse,Sexo_Trabalhador,Tamanho_Estabelecimento,Tempo_Emprego,Tipo_Admissao,Tipo_Estab,Tipo_Estab_1,Tipo_Defic,Tipo_Vinculo,IBGE_Subsetor,Vl_Rem_Janeiro_SC,Vl_Rem_Fevereiro_SC,Vl_Rem_Marco_SC,Vl_Rem_Abril_SC,Vl_Rem_Maio_SC,Vl_Rem_Junho_SC,Vl_Rem_Julho_SC,Vl_Rem_Agosto_SC,Vl_Rem_Setembro_SC,Vl_Rem_Outubro_SC,Vl_Rem_Novembro_SC,Ano_Chegada_Brasil,Ind_Trab_Intermitente,Ind_Trab_Parcial,DIV_CNAE_20
"           {ñ class}","           {ñ class}","           {ñ class}",99,99,99,0,991105,47121,52132,"           {ñ class}",1,7,6,2,2,5,7,44,55,0,1,0,{ñ,0,160030,10,2135,0,0,8,0,"0000001102,00","000001,00","0000001132,44","000001,02",4712100,2,2,"    30,9",0,1,"CNPJ                ",0,10,16,"000000011,00","000000011,02","000000011,02","000000011,02","000000011,02","000001469,33","000000011,02","000000011,02","000000011,02","000000011,02","000000011,02",0,0,0,47
"           {ñ class}","           {ñ class}","           {ñ class}",99,99,99,0,991105,47121,52132,"           {ñ class}",1,4,6,2,2,4,7,44,28,0,1,0,{ñ,0,160010,10,2135,0,0,8,0,"0000001102,00","000001,00","0000001132,44","000001,02",4712100,1,2,"    15,9",0,1,"CNPJ                ",0,10,16,"000000011,00","000000011,02","000000011,02","000000011,02","000000011,02","000000011,02","000000011,02","000000011,02","000001469,33","000000011,02","000000011,02",0,0,0,47
"           {ñ class}","           {ñ class}","           {ñ class}",99,99,99,0,991105,47121,52132,"           {ñ class}",1,7,6,2,2,4,7,44,56,0,1,0,{ñ,0,160010,10,2135,0,0,8,0,"0000001102,00","000001,00","0000001132,44","000001,02",4712100,1,2,"    15,9",0,1,"CNPJ                ",0,10,16,"000000011,00","000000011,02","000000011,02","000000011,02","000000011,02","000000011,02","000000011,02","000000011,02","000001469,33","000000011,02","000000011,02",0,0,0,47
"           {ñ class}","           {ñ class}","           {ñ class}",99,99,99,0,991105,47121,52132,"           {ñ class}",1,5,6,2,1,1,7,44,34,0,1,11,{ñ,0,160030,10,2135,0,0,8,0,"0000001102,00","000001,00","0000001102,00","000001,00",4712100,1,2,"     1,9",1,1,"CNPJ                ",0,10,16,"000000000,00","000000000,00","000000000,00","000000000,00","000000000,00","000000000,00","000000000,00","000000000,00","000000000,00","000000000,00","000000011,02",0,0,0,47
"           {ñ class}","           {ñ class}","           {ñ class}",99,99,99,0,991105,49116,60100,"           {ñ class}",1,5,5,5,4,6,9,40,35,0,0,0,{ñ,150420,150420,10,2046,0,0,4,0,"0000002392,45","000002,17","0000002774,05","000002,51",4911600,1,8,"    38,3",0,1,"CNPJ                ",0,10,20,"000003677,44","000003313,17","000002721,02","000002694,93","000002996,49","000002403,45","000002185,59","000002293,77","000002245,57","000002946,90","000003417,92",0,0,0,49
"           {ñ class}","           {ñ class}","           {ñ class}",99,99,99,0,991105,42995,45292,"           {ñ class}",1,3,6,4,3,2,7,44,23,0,0,7,{ñ,150530,150530,10,2062,0,0,8,0,"0000001699,29","000001,54","0000001918,01","000001,73",4299599,1,9,"     5,7",2,1,"CNPJ                ",0,10,15,"000000000,00","000000000,00","000000000,00","000000000,00","000000000,00","000000000,00","000001231,03","000002105,56","000001824,40","000002314,74","000002333,05",0,0,0,42
"           {ñ class}","           {ñ class}","           {ñ class}",99,99,99,0,991105,42995,45292,"           {ñ class}",1,3,6,4,3,4,7,44,23,0,0,0,{ñ,150530,150530,10,2062,0,0,8,0,"0000001699,29","000001,54","0000002185,95","000001,98",4299599,1,9,"    17,6",0,1,"CNPJ                ",0,10,15,"000002038,23","000002671,05","000002183,77","000001727,55","000002098,56","000002527,72","000001996,34","000002114,89","000002166,06","000003221,68","000001786,28",0,0,0,42
"           {ñ class}","           {ñ class}","           {ñ class}",99,99,99,0,991105,42995,45292,"           {ñ class}",1,5,6,4,3,4,7,44,31,0,0,0,{ñ,150530,150530,10,2062,0,0,8,0,"0000001699,44","000001,54","0000002120,08","000001,92",4299599,1,9,"    17,6",0,1,"CNPJ                ",0,10,15,"000002671,09","000002766,05","000002229,55","000001995,53","000002058,83","000002279,91","000001980,36","000001926,70","000001824,69","000002004,95","000002003,95",0,0,0,42
"           {ñ class}","           {ñ class}","           {ñ class}",99,99,99,0,991105,49116,60100,"           {ñ class}",1,7,5,6,6,6,7,40,52,0,0,0,{ñ,150420,150420,10,2046,0,0,8,0,"0000004290,63","000003,90","0000004745,83","000004,31",4911600,1,8,"    38,3",0,1,"CNPJ                ",0,10,20,"000004214,48","000003910,18","000003713,49","000003804,46","000005889,93","000004378,60","000004402,76","000005277,82","000005745,60","000006925,51","000004396,50",0,0,0,49
"           {ñ class}","           {ñ class}","           {ñ class}",99,99,99,0,991105,49116,60100,"           {ñ class}",1,5,5,5,4,4,7,40,33,0,0,0,{ñ,150420,150420,10,2046,0,0,2,0,"0000002327,68","000002,11","0000002412,73","000002,18",4911600,1,8,"    21,4",0,1,"CNPJ                ",0,10,20,"000002330,05","000002002,62","000002386,26","000002171,29","000002659,62","000002707,05","000002388,07","000002606,84","000002158,40","000002357,45","000002857,52",0,0,0,49
"           {ñ class}","           {ñ class}","           {ñ class}",99,99,99,0,991105,49116,60100,"           {ñ class}",1,5,5,5,4,6,7,40,33,0,0,0,{ñ,150420,150420,10,2046,0,0,8,0,"0000002406,00","000002,18","0000002550,34","000002,31",4911600,1,8,"    38,3",0,1,"CNPJ                ",0,10,20,"000003366,38","000002268,27","000002194,10","000002393,60","000002730,71","000002640,26","000002500,37","000002186,83","000002186,83","000002270,91","000003459,88",0,0,0,49
"           {ñ class}","           {ñ class}","           {ñ class}",99,99,99,0,991105,49116,60100,"           {ñ class}",1,6,5,5,4,5,7,40,41,0,0,0,{ñ,150420,150420,10,2046,0,0,8,0,"0000003042,66","000002,76","0000002969,13","000002,69",4911600,1,8,"    34,6",0,1,"CNPJ                ",0,10,20,"000003658,38","000002428,64","000003249,45","000002651,23","000003018,85","000002652,55","000002641,26","000002728,21","000003197,55","000002763,54","000003597,31",0,0,0,49
"           {ñ class}","           {ñ class}","           {ñ class}",99,99,99,0,991105,49116,60100,"           {ñ class}",1,6,5,7,4,6,7,40,40,0,0,0,{ñ,150420,150420,10,2046,0,0,8,0,"0000005005,01","000004,55","0000002891,55","000002,62",4911600,1,8,"    38,3",0,1,"CNPJ                ",0,10,20,"000002847,60","000002522,82","000002196,96","000002218,38","000002819,67","000002397,30","000002443,87","000002408,96","000003002,79","000003101,09","000003734,18",0,0,0,49
"           {ñ class}","           {ñ class}","           {ñ class}",99,99,99,0,991105,49116,60100,"           {ñ class}",1,5,5,6,5,6,7,40,39,0,0,0,{ñ,150420,150420,10,2046,0,0,8,0,"0000003580,38","000003,25","0000003803,50","000003,45",4911600,1,8,"    38,3",0,1,"CNPJ                ",0,10,20,"000003915,19","000002893,69","000003790,49","000005336,27","000003527,30","000003140,30","000003152,53","000004906,88","000003722,22","000004080,96","000003595,86",0,0,0,49
"           {ñ class}","           {ñ class}","           {ñ class}",99,99,99,0,991105,49116,60100,"           {ñ class}",1,6,5,5,5,6,7,40,42,0,0,0,{ñ,150420,150420,10,2046,0,0,8,0,"0000002921,45","000002,65","0000003974,70","000003,60",4911600,1,8,"    38,3",0,1,"CNPJ                ",0,10,20,"000004856,04","000003828,59","000005411,23","000003385,68","000003419,96","000003442,41","000003940,43","000003574,38","000004504,59","000004003,29","000004408,39",0,0,0,49
"           {ñ class}","           {ñ class}","           {ñ class}",40,99,99,0,991105,49116,60100,"           {ñ class}",1,6,5,7,4,6,7,40,40,0,0,0,{ñ,150420,150420,10,2046,0,14,8,0,"0000004775,76","000004,34","0000003229,75","000002,93",4911600,1,8,"    38,3",0,1,"CNPJ                ",0,10,20,"000003100,81","000002856,81","000002904,53","000002877,71","000002949,74","000002561,87","000003597,47","000002507,24","000002649,84","000003595,35","000004379,96",0,0,0,49
"           {ñ class}","           {ñ class}","           {ñ class}",99,99,99,0,991105,49116,60100,"           {ñ class}",1,5,5,5,4,6,7,40,38,0,0,0,{ñ,150420,150420,10,2046,0,0,8,0,"0000003032,48","000002,75","0000002973,55","000002,69",4911600,1,8,"    37,8",0,1,"CNPJ                ",0,10,20,"000002761,39","000003105,50","000002727,06","000003742,10","000002806,50","000002434,11","000003274,43","000002434,78","000003247,54","000002835,76","000003281,05",0,0,0,49
"           {ñ class}","           {ñ class}","           {ñ class}",99,99,99,0,991105,49116,60100,"           {ñ class}",1,5,5,5,3,3,7,40,39,0,0,6,{ñ,150420,150420,10,2046,0,0,8,0,"0000002404,00","000002,18","0000002041,04","000001,85",4911600,1,8,"     6,9",6,1,"CNPJ                ",0,10,20,"000000000,00","000000000,00","000000000,00","000000000,00","000000000,00","000001951,92","000001951,92","000001951,92","000001951,92","000001951,92","000002123,68",0,0,0,49
"           {ñ class}","           {ñ class}","           {ñ class}",99,99,99,0,991105,49116,60100,"           {ñ class}",1,5,5,8,5,6,7,40,39,0,0,0,{ñ,150420,150420,10,2046,0,0,8,0,"0000005561,49","000005,05","0000003751,94","000003,40",4911600,1,8,"    38,3",0,1,"CNPJ                ",0,10,20,"000002844,81","000003198,97","000003299,94","000003928,38","000004199,32","000003186,66","000003832,96","000003192,22","000002887,99","000004793,07","000004097,47",0,0,0,49
"           {ñ class}","           {ñ class}","           {ñ class}",99,99,99,0,991105,49116,60100,"           {ñ class}",1,5,5,6,5,6,7,40,39,0,0,0,{ñ,150420,150420,10,2046,0,0,8,0,"0000004067,76","000003,69","0000003323,79","000003,01",4911600,1,8,"    38,3",0,1,"CNPJ                ",0,10,20,"000001780,62","000002114,39","000003496,44","000003697,10","000003351,83","000003468,31","000003890,22","000003438,83","000003108,26","000002916,21","000004555,58",0,0,0,49
"           {ñ class}","           {ñ class}","           {ñ class}",99,99,99,0,991105,49116,60100,"           {ñ class}",1,5,5,6,4,6,7,40,31,0,0,0,{ñ,150420,150420,10,2046,0,0,8,0,"0000003473,23","000003,15","0000002775,20","000002,51",4911600,1,8,"    38,3",0,1,"CNPJ                ",0,10,20,"000003366,86","000003358,29","000002555,57","000002173,47","000002557,48","000002173,47","000002128,83","000002409,11","000002900,05","000002740,38","000003465,68",0,0,0,49
"           {ñ class}","           {ñ class}","           {ñ class}",99,99,99,0,991105,49116,60100,"           {ñ class}",1,4,5,5,4,6,7,40,29,0,0,0,{ñ,150420,150420,10,2046,0,0,8,0,"0000003126,06","000002,84","0000002797,00","000002,54",4911600,1,8,"    38,3",0,1,"CNPJ                ",0,10,20,"000003246,68","000002575,33","000002542,85","000003014,88","000002973,57","000002981,62","000002292,83","000002987,08","000002303,53","000002623,17","000002896,46",0,0,0,49
"           {ñ class}","           {ñ class}","           {ñ class}",99,99,99,0,991105,49116,60100,"           {ñ class}",1,4,5,6,4,6,7,40,26,0,0,0,{ñ,150420,150420,10,2046,0,0,8,0,"0000003939,26","000003,58","0000003140,59","000002,85",4911600,1,8,"    38,3",0,1,"CNPJ                ",0,10,20,"000003251,34","000003055,57","000002751,46","000002777,23","000002974,12","000002759,50","000002549,80","000002915,07","000002927,19","000003159,87","000004626,76",0,0,0,49
"           {ñ class}","           {ñ class}","           {ñ class}",99,99,99,0,991105,49116,60100,"           {ñ class}",1,4,5,5,4,6,7,40,27,0,0,0,{ñ,150420,150420,10,2046,0,0,8,0,"0000002733,04","000002,48","0000002770,07","000002,51",4911600,1,8,"    38,3",0,1,"CNPJ                ",0,10,20,"000002699,45","000002624,25","000002906,59","000002173,47","000002760,68","000002406,98","000002654,87","000002753,25","000002186,83","000002687,39","000004654,12",0,0,0,49
"           {ñ class}","           {ñ class}","           {ñ class}",99,99,99,0,991105,49116,60100,"           {ñ class}",1,4,5,6,5,4,7,40,25,0,0,0,{ñ,150420,150420,10,2046,0,0,8,0,"0000003488,77","000003,17","0000003680,85","000003,34",4911600,1,8,"    17,4",0,1,"CNPJ                ",0,10,20,"000003630,24","000003237,68","000004136,31","000003492,74","000004168,87","000003078,14","000003617,47","000003651,80","000004019,46","000003537,02","000004111,70",0,0,0,49
"           {ñ class}","           {ñ class}","           {ñ class}",99,99,99,0,991105,49116,60100,"           {ñ class}",1,6,5,5,4,6,7,40,47,0,0,0,{ñ,150420,150420,10,2046,0,0,8,0,"0000002913,76","000002,64","0000003163,78","000002,87",4911600,1,8,"    38,3",0,1,"CNPJ                ",0,10,20,"000003185,03","000002673,64","000002913,74","000002675,68","000004094,96","000003193,34","000002589,78","000002603,28","000003904,14","000002535,18","000004682,83",0,0,0,49
"           {ñ class}","           {ñ class}","           {ñ class}",99,99,99,0,991105,49116,60100,"           {ñ class}",1,4,5,5,5,6,7,40,28,0,0,0,{ñ,150420,150420,10,2046,0,0,8,0,"0000003301,49","000003,00","0000003597,92","000003,26",4911600,1,8,"    38,3",0,1,"CNPJ                ",0,10,20,"000003388,31","000003429,90","000003717,38","000003632,55","000003897,65","000004245,59","000003063,27","000002956,05","000003450,08","000003504,27","000004588,60",0,0,0,49
"           {ñ class}","           {ñ class}","           {ñ class}",99,99,99,0,991105,49116,60100,"           {ñ class}",1,5,5,5,4,6,7,40,34,0,0,0,{ñ,150420,150420,10,2046,0,0,8,0,"0000003247,43","000002,95","0000002820,17","000002,56",4911600,1,8,"    38,3",0,1,"CNPJ                ",0,10,20,"000003641,61","000002167,12","000002246,04","000002173,47","000002774,67","000002689,67","000002570,41","000003294,11","000003504,96","000002590,07","000002942,56",0,0,0,49
"           {ñ class}","           {ñ class}","           {ñ class}",40,99,99,0,991105,49116,60100,"           {ñ class}",1,4,5,99,4,6,7,40,29,0,0,0,{ñ,150420,150420,10,2046,0,212,8,0,"0000000000,00","000000,00","0000002410,21","000002,18",4911600,1,8,"    38,3",0,1,"CNPJ                ",0,10,20,"000002592,41","000002224,85","000003339,39","000002238,59","000002796,70","000001269,36","000000000,00","000000000,00","000000000,00","000000000,00","000000000,00",0,0,0,49
"           {ñ class}","           {ñ class}","           {ñ class}",99,99,99,0,991105,49116,60100,"           {ñ class}",1,4,5,5,5,4,7,40,25,0,0,0,{ñ,150420,150420,10,2046,0,0,8,0,"0000003177,74","000002,88","0000003566,37","000003,23",4911600,1,8,"    17,9",0,1,"CNPJ                ",0,10,20,"000003662,48","000002875,26","000003658,73","000003343,01","000003743,27","000003565,75","000003397,96","000003579,05","000004066,03","000003514,19","000004213,07",0,0,0,49
"           {ñ class}","           {ñ class}","           {ñ class}",99,99,99,0,991105,49116,60100,"           {ñ class}",1,4,5,6,4,4,7,40,28,0,0,0,{ñ,150420,150420,10,2046,1,0,8,0,"0000003966,62","000003,60","0000003134,85","000002,84",4911600,1,8,"    18,4",0,1,"CNPJ                ",3,10,20,"000000032,95","000003116,47","000002958,98","000002894,71","000003052,98","000002424,53","000003251,71","000003492,83","000002980,40","000002518,12","000003665,88",0,0,0,49
"           {ñ class}","           {ñ class}","           {ñ class}",40,40,40,0,991105,49116,60100,"           {ñ class}",1,5,5,99,3,6,7,40,33,0,0,0,{ñ,150420,150420,10,2046,0,124,4,0,"0000000000,00","000000,00","0000002084,13","000001,89",4911600,1,8,"    38,3",0,1,"CNPJ                ",0,10,20,"000002114,39","000002114,39","000002495,18","000002209,59","000002114,39","000002114,39","000002114,39","000001790,04","000001690,47","000000000,00","000000000,00",0,0,0,49
"           {ñ class}","           {ñ class}","           {ñ class}",99,99,99,0,991105,49116,60100,"           {ñ class}",1,3,5,4,4,4,7,40,22,0,0,0,{ñ,150420,150420,10,2046,0,0,8,0,"0000002190,47","000001,99","0000002477,18","000002,24",4911600,1,8,"    17,4",0,1,"CNPJ                ",0,10,20,"000002549,33","000002388,12","000002659,48","000002477,24","000002777,64","000002448,20","000002521,93","000002519,30","000002531,32","000002002,62","000002660,60",0,0,0,49
"           {ñ class}","           {ñ class}","           {ñ class}",99,99,99,0,991105,49116,60100,"           {ñ class}",1,5,5,6,5,4,7,40,35,0,0,0,{ñ,150420,150420,10,2046,0,0,8,0,"0000004228,25","000003,84","0000003572,58","000003,24",4911600,1,8,"    17,4",0,1,"CNPJ                ",0,10,20,"000003314,19","000002843,72","000003892,37","000003137,75","000004006,99","000002848,08","000003475,06","000003941,65","000003571,87","000004047,70","000003563,40",0,0,0,49
"           {ñ class}","           {ñ class}","           {ñ class}",99,99,99,0,991105,49116,60100,"           {ñ class}",1,3,5,6,4,6,7,40,23,0,0,0,{ñ,150420,150420,10,2046,0,0,8,0,"0000003424,91","000003,11","0000002775,55","000002,51",4911600,1,8,"    38,3",0,1,"CNPJ                ",0,10,20,"000002484,85","000002542,95","000002223,62","000002520,84","000002640,22","000002487,38","000002363,53","000002698,98","000003988,26","000002664,83","000003266,24",0,0,0,49
"           {ñ class}","           {ñ class}","           {ñ class}",99,99,99,0,991105,49116,60100,"           {ñ class}",1,5,5,5,4,6,7,40,31,0,0,0,{ñ,150420,150420,10,2046,0,0,8,0,"0000002392,45","000002,17","0000002492,62","000002,26",4911600,1,8,"    38,3",0,1,"CNPJ                ",0,10,20,"000002484,46","000002185,59","000002518,66","000002202,41","000002523,20","000002596,91","000003015,21","000002759,87","000002641,39","000002198,95","000002392,45",0,0,0,49
"           {ñ class}","           {ñ class}","           {ñ class}",99,99,99,0,991105,49116,60100,"           {ñ class}",1,4,5,5,4,4,7,40,29,0,0,0,{ñ,150420,150420,10,2046,0,0,8,0,"0000002749,21","000002,49","0000002696,45","000002,44",4911600,1,8,"    20,5",0,1,"CNPJ                ",0,10,20,"000002930,22","000002345,37","000002069,34","000002339,43","000002865,38","000002773,87","000003012,80","000002726,22","000002106,06","000002895,77","000003543,82",0,0,0,49
"           {ñ class}","           {ñ class}","           {ñ class}",99,99,99,0,991105,49116,60100,"           {ñ class}",1,7,5,5,4,6,7,40,50,0,0,0,{ñ,150420,150420,10,2046,0,0,8,0,"0000003167,01","000002,87","0000002971,32","000002,69",4911600,1,8,"    38,3",0,1,"CNPJ                ",0,10,20,"000002141,11","000002546,67","000002594,39","000002460,74","000002850,84","000003380,48","000003479,20","000002499,08","000002787,29","000003553,93","000004195,11",0,0,0,49
"           {ñ class}","           {ñ class}","           {ñ class}",99,99,99,0,991105,49116,60100,"           {ñ class}",1,5,5,6,5,5,7,40,37,0,0,0,{ñ,150420,150420,10,2046,0,0,4,0,"0000003578,65","000003,25","0000003789,84","000003,44",4911600,1,8,"    34,6",0,1,"CNPJ                ",0,10,20,"000003351,03","000003052,91","000004994,67","000003588,64","000003338,71","000003348,86","000003641,05","000003736,81","000003558,95","000004669,29","000004618,62",0,0,0,49
"           {ñ class}","           {ñ class}","           {ñ class}",99,99,99,0,991105,49116,60100,"           {ñ class}",1,5,5,5,4,6,7,40,38,0,0,0,{ñ,150420,150420,10,2046,0,0,8,0,"0000002859,77","000002,59","0000002815,56","000002,55",4911600,1,8,"    38,3",0,1,"CNPJ                ",0,10,20,"000002783,07","000002837,03","000002702,50","000002413,29","000002522,82","000002141,11","000002141,11","000003723,77","000003217,36","000002627,04","000003817,94",0,0,0,49
"           {ñ class}","           {ñ class}","           {ñ class}",99,99,99,0,991105,49116,60100,"           {ñ class}",1,5,5,6,5,6,7,40,39,0,0,0,{ñ,150420,150420,10,2046,0,0,8,0,"0000003332,40","000003,02","0000003960,68","000003,59",4911600,1,8,"    38,3",0,1,"CNPJ                ",0,10,20,"000003245,40","000003487,83","000004307,92","000003617,46","000004237,71","000005502,08","000003039,98","000004184,07","000003848,34","000003891,87","000004833,21",0,0,0,49
"           {ñ class}","           {ñ class}","           {ñ class}",99,99,99,0,991105,49116,60100,"           {ñ class}",1,5,5,6,5,6,7,40,33,0,0,0,{ñ,150420,150420,10,2046,0,0,8,0,"0000004256,64","000003,86","0000003975,62","000003,60",4911600,1,8,"    38,3",0,1,"CNPJ                ",0,10,20,"000003735,23","000003309,90","000003818,28","000003599,16","000003380,41","000003198,16","000004678,14","000003837,45","000004583,46","000004610,44","000004700,24",0,0,0,49
"           {ñ class}","           {ñ class}","           {ñ class}",99,99,99,0,991105,49116,60100,"           {ñ class}",1,6,5,6,4,4,7,40,43,0,0,0,{ñ,150420,150420,10,2046,0,0,8,0,"0000003380,01","000003,07","0000002433,88","000002,20",4911600,1,8,"    20,5",0,1,"CNPJ                ",0,10,20,"000002512,54","000002018,39","000002002,62","000002002,62","000002531,32","000002371,49","000002002,62","000002468,35","000002274,65","000002917,81","000002724,19",0,0,0,49
"           {ñ class}","           {ñ class}","           {ñ class}",99,99,99,0,991105,49116,60100,"           {ñ class}",1,5,5,5,5,6,7,40,32,0,0,0,{ñ,150420,150420,10,2046,0,0,8,0,"0000002880,55","000002,61","0000003519,30","000003,19",4911600,1,8,"    38,4",0,1,"CNPJ                ",0,10,20,"000003268,21","000002985,93","000004298,73","000003586,03","000004492,20","000003693,57","000002445,55","000002609,86","000002531,08","000004582,19","000004857,70",0,0,0,49
"           {ñ class}","           {ñ class}","           {ñ class}",40,99,99,0,991105,49116,60100,"           {ñ class}",1,5,5,5,4,6,7,40,32,0,0,0,{ñ,150420,150420,10,2046,0,10,8,0,"0000002743,59","000002,49","0000002828,86","000002,56",4911600,1,8,"    38,3",0,1,"CNPJ                ",0,10,20,"000002637,01","000002787,14","000002432,49","000002929,20","000002844,89","000002298,82","000002687,59","000002418,02","000002634,74","000003483,37","000004049,57",0,0,0,49
"           {ñ class}","           {ñ class}","           {ñ class}",99,99,99,0,991105,49116,60100,"           {ñ class}",1,5,5,5,4,6,7,40,31,0,0,0,{ñ,150420,150420,10,2046,0,0,8,0,"0000003208,17","000002,91","0000003255,93","000002,95",4911600,1,8,"    38,4",0,1,"CNPJ                ",0,10,20,"000003150,09","000002728,97","000003596,13","000002601,60","000003847,26","000002931,10","000003745,32","000003589,35","000002509,63","000003598,53","000003565,07",0,0,0,49
"           {ñ class}","           {ñ class}","           {ñ class}",99,99,99,0,991105,49116,60100,"           {ñ class}",1,5,5,5,5,4,7,40,36,0,0,0,{ñ,150420,150420,10,2046,0,0,8,0,"0000003277,06","000002,97","0000003643,26","000003,30",4911600,1,8,"    21,3",0,1,"CNPJ                ",0,10,20,"000004517,70","000003045,33","000002501,57","000003257,53","000003705,16","000002956,30","000003662,98","000005374,79","000002556,95","000004066,11","000004797,73",0,0,0,49
"           {ñ class}","           {ñ class}","           {ñ class}",99,99,99,0,991105,49116,60100,"           {ñ class}",1,5,5,5,4,4,7,40,36,0,0,0,{ñ,150420,150420,10,2046,0,0,8,0,"0000003251,81","000002,95","0000002546,79","000002,31",4911600,1,8,"    21,4",0,1,"CNPJ                ",0,10,20,"000002721,76","000002007,88","000002223,12","000002241,33","000002531,94","000002283,15","000002515,75","000002680,16","000002603,58","000002275,44","000003225,60",0,0,0,49
"           {ñ class}","           {ñ class}","           {ñ class}",99,99,99,0,991105,42111,45225,"           {ñ class}",1,3,6,5,3,3,7,44,24,0,0,5,{ñ,150420,150420,10,2062,0,0,8,0,"0000002347,10","000002,13","0000002083,52","000001,89",4211101,1,7,"     7,4",2,1,"CNPJ                ",0,10,15,"000000000,00","000000000,00","000000000,00","000000000,00","000000781,11","000001802,57","000002030,22","000002378,40","000001999,83","000002786,04","000002542,96",0,0,0,42
"           {ñ class}","           {ñ class}","           {ñ class}",99,99,99,0,991105,42111,45225,"           {ñ class}",1,5,6,5,4,2,7,44,30,0,0,9,{ñ,150420,150420,10,2062,0,0,9,0,"0000002398,47","000002,18","0000002331,27","000002,11",4211101,1,7,"     3,9",3,1,"CNPJ                ",0,10,15,"000000022,13","000001948,21","000002958,10","000002605,17","000002343,58","000002774,32","000003163,45","000002714,58","000001871,43","000002654,34","000002400,86",0,0,0,42
"           {ñ class}","           {ñ class}","           {ñ class}",99,99,99,0,991105,42111,45225,"           {ñ class}",1,4,6,5,3,3,7,44,25,0,0,6,{ñ,150420,150420,10,2062,0,0,8,0,"0000002332,31","000002,12","0000002021,99","000001,83",4211101,1,7,"     6,2",2,1,"CNPJ                ",0,10,15,"000001471,78","000001695,08","000000784,09","000000000,00","000000000,00","000000480,69","000001849,14","000002517,94","000002027,05","000002368,15","000002578,68",0,0,0,42
"           {ñ class}","           {ñ class}","           {ñ class}",99,99,99,0,991105,42111,45225,"           {ñ class}",1,7,6,5,3,3,7,44,50,0,0,6,{ñ,150420,150420,10,2062,1,0,8,0,"0000002225,82","000002,02","0000002002,18","000001,81",4211101,1,7,"     6,2",2,1,"CNPJ                ",1,10,15,"000002379,45","000002826,78","000001477,60","000000000,00","000000000,00","000000480,69","000001844,62","000002408,29","000002139,79","000002348,49","000002567,61",0,0,0,42
"           {ñ class}","           {ñ class}","           {ñ class}",99,99,99,0,991105,42111,45225,"           {ñ class}",1,5,6,4,4,3,7,44,35,0,0,6,{ñ,150420,150420,10,2062,0,0,8,0,"0000002200,93","000002,00","0000002361,63","000002,14",4211101,1,7,"     6,9",3,1,"CNPJ                ",0,10,15,"000001703,39","000001182,06","000001612,68","000001850,83","000002259,94","000002090,48","000002290,74","000002573,90","000002326,60","000002679,23","000002369,54",0,0,0,42
"           {ñ class}","           {ñ class}","           {ñ class}",99,99,99,0,991105,42111,45225,"           {ñ class}",1,5,6,5,3,3,7,44,33,0,0,5,{ñ,150420,150420,10,2062,0,0,8,0,"0000002394,68","000002,17","0000002139,82","000001,94",4211101,1,7,"     7,3",2,1,"CNPJ                ",0,10,15,"000000665,60","000000000,00","000000000,00","000000000,00","000000721,03","000002109,22","000002168,90","000002529,42","000001884,70","000002769,21","000002541,46",0,0,0,42
"           {ñ class}","           {ñ class}","           {ñ class}",99,99,99,0,991105,42995,45292,"           {ñ class}",1,4,6,4,4,5,7,44,28,0,0,0,{ñ,150530,150530,10,2062,0,0,4,0,"0000001699,29","000001,54","0000002343,05","000002,12",4299599,1,9,"    28,9",0,1,"CNPJ                ",0,10,15,"000001861,90","000002943,11","000002185,22","000002308,23","000002377,58","000002587,89","000001931,09","000002028,98","000002145,44","000003476,65","000002571,25",0,0,0,42
"           {ñ class}","           {ñ class}","           {ñ class}",99,99,99,0,991105,42995,45292,"           {ñ class}",1,5,6,5,4,5,7,44,33,0,0,0,{ñ,150530,150530,10,2062,0,0,8,0,"0000002955,59","000002,68","0000002828,69","000002,56",4299599,1,9,"    24,4",0,1,"CNPJ                ",0,10,15,"000001656,78","000003526,76","000001784,07","000001705,49","000002251,45","000003792,27","000002808,44","000003477,30","000003209,99","000002955,59","000003820,62",0,0,0,42
"           {ñ class}","           {ñ class}","           {ñ class}",99,99,99,0,991105,42995,45292,"           {ñ class}",1,6,6,8,5,5,7,44,41,0,0,0,{ñ,150530,150530,10,2062,0,0,8,0,"0000005546,19","000005,04","0000004001,64","000003,63",4299599,1,9,"    28,9",0,1,"CNPJ                ",0,10,15,"000004154,65","000004291,30","000003438,51","000003211,73","000003211,73","000003747,02","000003867,29","000004137,83","000004137,83","000004137,83","000004137,83",0,0,0,42
