total_registros,bairros_sp_nulos,bairros_fortaleza_nulos,bairros_rj_nulos,causa_afastamento_1_nulos,causa_afastamento_2_nulos,causa_afastamento_3_nulos,motivo_desligamento_nulos,cbo_ocupacao_2002_nulos,cnae_2_0_classe_nulos,cnae_95_classe_nulos,distritos_sp_nulos,vinculo_ativo_31_12_nulos,faixa_etaria_nulos,faixa_hora_contrat_nulos,faixa_remun_dezem_sm_nulos,faixa_remun_media_sm_nulos,faixa_tempo_emprego_nulos,escolaridade_apos_2005_nulos,qtd_hora_contr_nulos,idade_nulos,ind_cei_vinculado_nulos,ind_simples_nulos,mes_admissao_nulos,mes_desligamento_nulos,mun_trab_nulos,municipio_nulos,nacionalidade_nulos,natureza_juridica_nulos,ind_portador_defic_nulos
2808709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0


parte 2
qtd_dias_afastamento_nulos,raca_cor_nulos,regioes_adm_df_nulos,vl_remun_dezembro_nom_nulos,vl_remun_dezembro_sm_nulos,vl_remun_media_nom_nulos,vl_remun_media_sm_nulos,cnae_2_0_subclasse_nulos,sexo_trabalhador_nulos,tamanho_estabelecimento_nulos,tempo_emprego_nulos,tipo_admissao_nulos,tipo_estab_nulos,tipo_estab_1_nulos,tipo_defic_nulos,tipo_vinculo_nulos,ibge_subsetor_nulos,vl_rem_janeiro_sc_nulos,vl_rem_fevereiro_sc_nulos,vl_rem_marco_sc_nulos,vl_rem_abril_sc_nulos,vl_rem_maio_sc_nulos,vl_rem_junho_sc_nulos,vl_rem_julho_sc_nulos,vl_rem_agosto_sc_nulos,vl_rem_setembro_sc_nulos,vl_rem_outubro_sc_nulos,vl_rem_novembro_sc_nulos,ano_chegada_brasil_nulos,ind_trab_intermitente_nulos,ind_trab_parcial_nulos,div_cnae_20_nulos
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
